House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Age Group,Occupation Status,Disability Status,Religion Category
64,Rice Drive,Carol,Clements,49,Head,Single,Female,Phytotherapist,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
64,Rice Drive,Jonathan,Clarke,54,Partner,Single,Male,Higher education careers adviser,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
64,Rice Drive,Neil,Clements,22,Son,Divorced,Male,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
64,Rice Drive,Kimberley,Clements,16,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
65,Rice Drive,Sian,Davies,58,Head,Married,Female,Technical brewer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
65,Rice Drive,Glenn,Davies,60,Husband,Married,Male,Set designer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
65,Rice Drive,Louis,Davies,17,Grandson,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
65,Rice Drive,Simon,Davies,14,Grandson,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
66,Rice Drive,Carolyn,Stevens,42,Head,Single,Female,Osteopath,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
66,Rice Drive,Brandon,Powell,49,Partner,Single,Male,Surgeon,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
66,Rice Drive,Janet,Stevens,25,Daughter,Single,Female,"Merchandiser, retail",Healthy,Catholic,Adult,Employed,Non-disabled,Religious
66,Rice Drive,Alexander,Stevens,23,Son,Single,Male,Dancer,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
66,Rice Drive,Brenda,Stevens,7,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
67,Rice Drive,Natalie,Russell,38,Head,Married,Female,"Engineer, structural",Healthy,Methodist,Adult,Employed,Non-disabled,Religious
67,Rice Drive,Frank,Russell,36,Husband,Married,Male,Occupational therapist,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
67,Rice Drive,Damien,Russell,15,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
67,Rice Drive,Dean,Russell,12,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
68,Rice Drive,Christopher,Adams,21,Head,Single,Male,University Student,Healthy,Christian,Adult,University Student,Non-disabled,Religious
68,Rice Drive,Declan,Ferguson,19,Unknown,Single,Male,University Student,Healthy,Methodist,Adult,University Student,Non-disabled,Religious
68,Rice Drive,Pauline,Dawson,22,Unknown,Single,Female,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
68,Rice Drive,Beth,White,21,Unknown,Single,Female,University Student,Healthy,Christian,Adult,University Student,Non-disabled,Religious
69,Rice Drive,Megan,Shaw,43,Head,Married,Female,"Engineer, technical sales",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
69,Rice Drive,Ricky,Shaw,44,Husband,Married,Male,"Conservator, museum/gallery",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
69,Rice Drive,Mathew,Shaw,7,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
69,Rice Drive,Sheila,Shaw,6,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
70,Rice Drive,Georgina,Daly,40,Head,Married,Female,Chief Strategy Officer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
70,Rice Drive,Paul,Daly,41,Husband,Married,Male,Drilling engineer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
70,Rice Drive,Liam,Daly,12,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
70,Rice Drive,Amelia,Daly,7,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
71,Rice Drive,Suzanne,Burrows,67,Head,Married,Female,Personal assistant,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
71,Rice Drive,Terry,Burrows,64,Husband,Married,Male,"Clinical scientist, histocompatibility and immunogenetics",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
72,Rice Drive,Sarah,Brown,71,Head,Divorced,Female,Retired Insurance broker,Healthy,Christian,Senior,Retired,Non-disabled,Religious
72,Rice Drive,Kate,Rose,2,Granddaughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
73,Rice Drive,Mandy,Jones,59,Head,Married,Female,Architectural technologist,Healthy,Christian,Adult,Employed,Non-disabled,Religious
73,Rice Drive,Martin,Jones,57,Husband,Married,Male,Unemployed,Healthy,Christian,Adult,Unemployed,Non-disabled,Religious
73,Rice Drive,Thomas,Jones,26,Son,Single,Male,Glass blower/designer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
74,Rice Drive,Marian,Henderson,50,Head,Married,Female,Statistician,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
74,Rice Drive,Paul,Henderson,55,Husband,Married,Male,Unemployed,Healthy,Catholic,Adult,Unemployed,Non-disabled,Religious
74,Rice Drive,Joe,Henderson,13,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
74,Rice Drive,Rosemary,Henderson,10,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
75,Rice Drive,Bethany,Porter,63,Head,Single,Female,Technical author,Healthy,Christian,Adult,Employed,Non-disabled,Religious
75,Rice Drive,Debra,Barker,44,Unknown,Single,Female,"Production assistant, radio",Healthy,Methodist,Adult,Employed,Non-disabled,Religious
75,Rice Drive,Janet,Wilkinson,32,Unknown,Single,Female,"Surveyor, planning and development",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
75,Rice Drive,Lewis,Hale,52,Unknown,Single,Male,Film/video editor,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
75,Rice Drive,Ashley,Heath,22,Unknown,Single,Male,University Student,Healthy,Muslim,Adult,University Student,Non-disabled,Religious
75,Rice Drive,Jonathan,Wright,42,Unknown,Single,Male,Lawyer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
76,Rice Drive,Laura,Edwards,86,Head,Married,Female,Retired Counsellor,Healthy,Catholic,Senior,Retired,Non-disabled,Religious
76,Rice Drive,Marcus,Edwards,88,Husband,Married,Male,Retired Armed forces operational officer,Healthy,Catholic,Senior,Retired,Non-disabled,Religious
76,Rice Drive,Ellie,Edwards,41,Daughter,Single,Female,"Engineer, control and instrumentation",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
76,Rice Drive,Lydia,Edwards,39,Daughter,Single,Female,Insurance account manager,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
76,Rice Drive,Lynne,Edwards,39,Daughter,Widowed,Female,"Loss adjuster, chartered",Healthy,Catholic,Adult,Employed,Non-disabled,Religious
76,Rice Drive,Kathryn,Edwards,37,Daughter,Single,Female,Chiropodist,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
77,Rice Drive,Amy,Kerr,31,Head,Married,Female,Information officer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
77,Rice Drive,Charles,Kerr,36,Husband,Married,Male,Electronics engineer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
77,Rice Drive,Scott,Kerr,4,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
77,Rice Drive,Josh,Thornton,38,Lodger,Single,Male,Brewing technologist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
78,Rice Drive,Terence,Murray,47,Head,Single,Male,"Social research officer, government",Healthy,Christian,Adult,Employed,Non-disabled,Religious
78,Rice Drive,Holly,Smith-Murray,9,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
79,Rice Drive,Janet,Hart,34,Head,Divorced,Female,Sports development officer,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
79,Rice Drive,Damien,Hart,6,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
80,Rice Drive,Abigail,Reed,49,Head,Married,Female,Herpetologist,Healthy,Christian,Adult,Employed,Non-disabled,Religious
80,Rice Drive,Shaun,Reed,51,Husband,Married,Male,"Loss adjuster, chartered",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
80,Rice Drive,Sarah,Reed,27,Daughter,Divorced,Female,"Journalist, magazine",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
80,Rice Drive,Leanne,Singh-Reed,11,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
81,Rice Drive,Mary,Hughes,24,Head,Single,Female,Waste management officer,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
81,Rice Drive,Ricky,Nicholson,32,Unknown,Single,Male,Forensic psychologist,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
81,Rice Drive,Jane,Jones,58,Unknown,Single,Female,Advice worker,Healthy,Christian,Adult,Employed,Non-disabled,Religious
81,Rice Drive,Joanne,Griffin,52,Unknown,Single,Female,"Engineer, electronics",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
82,Rice Drive,Mandy,Ford,46,Head,Single,Female,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
82,Rice Drive,Hollie,Ford,16,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
82,Rice Drive,Nicola,Ford,12,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
82,Rice Drive,Matthew,Ford,7,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
82,Rice Drive,June,Ford,3,Daughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
82,Rice Drive,Victoria,Ford,2,Daughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
83,Rice Drive,Brandon,Welch,52,Head,Single,Male,"Merchandiser, retail",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
83,Rice Drive,Marian,Davidson,48,Partner,Single,Female,Paramedic,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
84,Rice Drive,Ruth,Williams,46,Head,Divorced,Female,Research scientist (maths),Healthy,Catholic,Adult,Employed,Non-disabled,Religious
85,Rice Drive,Geoffrey,Howard,69,Head,Widowed,Male,Retired Armed forces logistics/support/administrative officer,Healthy,Methodist,Adult,Retired,Non-disabled,Religious
86,Rice Drive,Josephine,Sharpe,79,Head,Married,Female,Retired,Healthy,Christian,Senior,Retired,Non-disabled,Religious
86,Rice Drive,Shane,Sharpe,79,Husband,Married,Male,Retired Health physicist,Healthy,Christian,Senior,Retired,Non-disabled,Religious
87,Rice Drive,Russell,Hill,35,Head,Single,Male,"Conservation officer, nature",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
88,Rice Drive,Raymond,Lawrence,50,Head,Single,Male,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
88,Rice Drive,Ruth,Khan,52,Partner,Single,Female,"Surveyor, commercial/residential",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
89,Rice Drive,Gerald,Smith,61,Head,Single,Male,Public librarian,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
89,Rice Drive,Vanessa,Singh,63,Partner,Single,Female,Retail manager,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
89,Rice Drive,Marc,Smith,18,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
89,Rice Drive,Norman,Smith,16,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
90,Rice Drive,June,Williams,37,Head,Divorced,Female,Barrister's clerk,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
90,Rice Drive,James,Williams,9,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
90,Rice Drive,Diane,Williams,6,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
90,Rice Drive,Debra,Williams,6,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
91,Rice Drive,Paige,Hawkins,48,Head,Married,Female,Camera operator,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
91,Rice Drive,Martyn,Hawkins,47,Husband,Married,Male,Database administrator,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
91,Rice Drive,Shirley,Hawkins,16,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
91,Rice Drive,Denis,Hawkins,12,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
92,Rice Drive,Lesley,Butler,35,Head,Married,Female,Video editor,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
92,Rice Drive,Bradley,Butler,37,Husband,Married,Male,Database administrator,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
92,Rice Drive,Duncan,Bray,3,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
92,Rice Drive,Jamie,Harris,58,Lodger,Divorced,Male,Hospital pharmacist,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
93,Rice Drive,Frances,Griffiths,36,Head,Divorced,Female,Unemployed,Healthy,Christian,Adult,Unemployed,Non-disabled,Religious
93,Rice Drive,Maureen,Griffiths,13,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
93,Rice Drive,Wendy,Griffiths,9,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
93,Rice Drive,Joanna,Griffiths,5,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
93,Rice Drive,James,Griffiths,1,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
93,Rice Drive,Gerard,Crawford,21,Lodger,Single,Male,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
94,Rice Drive,Jacqueline,Bailey,40,Head,Married,Female,"Sound technician, broadcasting/film/video",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
94,Rice Drive,Peter,Bailey,51,Husband,Married,Male,"Producer, television/film/video",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
94,Rice Drive,Daniel,Bailey,16,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
94,Rice Drive,Julia,Bailey,15,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
95,Rice Drive,Rachel,Porter-Payne,48,Head,Divorced,Female,Warden/ranger,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
95,Rice Drive,Katherine,Porter-Payne,7,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
95,Rice Drive,Douglas,Porter-Payne,6,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
95,Rice Drive,Gerard,Porter-Payne,1,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
96,Rice Drive,Aimee,Lucas,42,Head,Married,Female,Firefighter,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
96,Rice Drive,Clive,Lucas,44,Husband,Married,Male,Speech and language therapist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
96,Rice Drive,Kim,Wilson,10,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
96,Rice Drive,Frederick,Wilson,6,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
96,Rice Drive,Jonathan,Wilson,5,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
97,Rice Drive,Sian,Walsh,39,Head,Married,Female,Unemployed,Healthy,Christian,Adult,Unemployed,Non-disabled,Religious
97,Rice Drive,Geoffrey,Walsh,41,Husband,Married,Male,Unemployed,Healthy,Christian,Adult,Unemployed,Non-disabled,Religious
98,Rice Drive,Joanne,Palmer,56,Head,Married,Female,"Scientist, research (life sciences)",Healthy,Methodist,Adult,Employed,Non-disabled,Religious
98,Rice Drive,Benjamin,Palmer,55,Husband,Married,Male,Consulting civil engineer,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
98,Rice Drive,Shane,Palmer,28,Son,Divorced,Male,Exercise physiologist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
98,Rice Drive,Julian,Palmer,26,Son,Single,Male,Geophysical data processor,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
99,Rice Drive,Jessica,Dean,58,Head,Married,Female,Chartered accountant,Healthy,Christian,Adult,Employed,Non-disabled,Religious
99,Rice Drive,Dennis,Dean,60,Husband,Married,Male,Technical sales engineer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
99,Rice Drive,Ian,Dean,32,Son,Divorced,Male,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
99,Rice Drive,Holly,Dean,32,Daughter,Single,Female,Health service manager,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
99,Rice Drive,Elaine,Taylor,32,Daughter,Single,Female,Training and development officer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
99,Rice Drive,Danny,Barker-Taylor,30,Son,Single,Male,Building control surveyor,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
100,Rice Drive,Elizabeth,Moore,36,Head,Married,Female,Structural engineer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
100,Rice Drive,Vincent,Moore,36,Husband,Married,Male,Politician's assistant,Healthy,Christian,Adult,Employed,Non-disabled,Religious
100,Rice Drive,Louis,Moore,4,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
100,Rice Drive,Adrian,Moore,1,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
101,Rice Drive,Sylvia,Smith,40,Head,Married,Female,Economist,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
101,Rice Drive,Allan,Smith,42,Husband,Married,Male,"Merchandiser, retail",Healthy,Catholic,Adult,Employed,Non-disabled,Religious
101,Rice Drive,Hayley,Hughes,5,Neice,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
101,Rice Drive,Gareth,Hughes,2,Nephew,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
102,Rice Drive,Claire,Blake,33,Head,Married,Female,"Accountant, chartered",Healthy,Catholic,Adult,Employed,Non-disabled,Religious
102,Rice Drive,Albert,Blake,40,Husband,Married,Male,Unemployed,Healthy,Catholic,Adult,Unemployed,Non-disabled,Religious
102,Rice Drive,Jill,Blake,10,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
102,Rice Drive,Alexandra,Blake,8,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
103,Rice Drive,Elaine,White,55,Head,Married,Female,"Scientist, research (life sciences)",Healthy,Christian,Adult,Employed,Non-disabled,Religious
103,Rice Drive,Kevin,White,59,Husband,Married,Male,Archivist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
103,Rice Drive,Phillip,White,34,Son,Widowed,Male,Agricultural consultant,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
103,Rice Drive,Pamela,White,32,Daughter,Divorced,Female,Dentist,Healthy,Christian,Adult,Employed,Non-disabled,Religious
104,Rice Drive,Denise,Lees,32,Head,Single,Female,Mental health nurse,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
104,Rice Drive,Dennis,Lees,1,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
104,Rice Drive,Liam,Cartwright,35,Lodger,Divorced,Male,"Secretary, company",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
104,Rice Drive,Amy,Connor,50,Lodger,Divorced,Female,Dietitian,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
105,Rice Drive,Susan,Miah,47,Head,Single,Female,"Radiographer, therapeutic",Healthy,Catholic,Adult,Employed,Non-disabled,Religious
105,Rice Drive,Nathan,Taylor,48,Partner,Single,Male,Equality and diversity officer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
105,Rice Drive,Patricia,Miah,6,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
105,Rice Drive,Denise,Miah,2,Daughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
106,Rice Drive,Sandra,Evans,51,Head,Married,Female,Civil Service fast streamer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
106,Rice Drive,Stanley,Evans,57,Husband,Married,Male,International aid/development worker,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
106,Rice Drive,Andrea,Evans,27,Daughter,Single,Female,Accounting technician,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
106,Rice Drive,Gemma,Evans,0,Daughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
107,Rice Drive,Edward,Kay,73,Head,Married,Male,Retired Firefighter,Healthy,Christian,Senior,Retired,Non-disabled,Religious
107,Rice Drive,Jean,Kay,69,Wife,Married,Female,"Retired Surveyor, quantity",Healthy,Christian,Adult,Retired,Non-disabled,Religious
108,Rice Drive,Rachel,Burgess,33,Head,Married,Female,Chartered management accountant,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
108,Rice Drive,Stuart,Burgess,39,Husband,Married,Male,Artist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
108,Rice Drive,Guy,Burgess,0,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
108,Rice Drive,Ashleigh,Smith,58,Lodger,Widowed,Female,Environmental manager,Healthy,Christian,Adult,Employed,Non-disabled,Religious
109,Rice Drive,Anthony,Miah,28,Head,Married,Male,"Geneticist, molecular",Healthy,Christian,Adult,Employed,Non-disabled,Religious
109,Rice Drive,Mary,Miah,28,Wife,Married,Female,Banker,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
109,Rice Drive,Olivia,Miah,5,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
110,Rice Drive,Alexander,Pearson,43,Head,Single,Male,Health service manager,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
111,Rice Drive,Kathleen,Robinson,53,Head,Married,Female,Art gallery manager,Healthy,Christian,Adult,Employed,Non-disabled,Religious
111,Rice Drive,Alan,Robinson,50,Husband,Married,Male,Water engineer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
111,Rice Drive,Connor,Robinson,19,Son,Divorced,Male,University Student,Healthy,Christian,Adult,University Student,Non-disabled,Religious
111,Rice Drive,Bethan,Robinson,17,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
112,Rice Drive,Zoe,Evans,42,Head,Married,Female,Radiation protection practitioner,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
112,Rice Drive,Russell,Evans,42,Husband,Married,Male,Conference centre manager,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
112,Rice Drive,Henry,Evans,9,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
112,Rice Drive,June,Evans,9,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
112,Rice Drive,Brett,Evans,5,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
112,Rice Drive,Brenda,Evans,1,Daughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
113,Rice Drive,Alice,Johnson,46,Head,Married,Female,"Sales professional, IT",Healthy,Catholic,Adult,Employed,Non-disabled,Religious
113,Rice Drive,Danny,Johnson,43,Husband,Married,Male,Technical author,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
113,Rice Drive,Kirsty,Bishop,14,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
113,Rice Drive,Dylan,Bishop,11,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
113,Rice Drive,Frank,Bishop,8,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
113,Rice Drive,Anne,Bishop,5,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
114,Rice Drive,Gillian,Burrows,36,Head,Married,Female,Primary school teacher,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
114,Rice Drive,Arthur,Burrows,40,Husband,Married,Male,Artist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
114,Rice Drive,Linda,Burrows,0,Daughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
114,Rice Drive,Timothy,Nicholls,32,Lodger,Single,Male,Fish farm manager,Healthy,Sikh,Adult,Employed,Non-disabled,Religious
114,Rice Drive,Adrian,Johnson,55,Cousin,Single,Male,"Surveyor, land/geomatics",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
115,Rice Drive,Ellie,Short,26,Head,Divorced,Female,Analytical chemist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
115,Rice Drive,Hugh,Ashton,64,Lodger,Single,Male,"Surveyor, commercial/residential",Healthy,Christian,Adult,Employed,Non-disabled,Religious
117,Rice Drive,Judith,Hope,38,Head,Single,Female,"Research officer, trade union",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
117,Rice Drive,Gerald,Elliott,44,Partner,Single,Male,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
117,Rice Drive,Charlie,Hope,10,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
117,Rice Drive,Duncan,Hope,7,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
117,Rice Drive,Simon,Hope,6,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
117,Rice Drive,Damien,Hope,1,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
1,Institution Throughway,Diana,Goddard,24,Head,Single,Female,Air broker,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
1,Institution Throughway,Lindsey,Dixon,25,Unknown,Single,Female,Volunteer coordinator,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
2,Institution Throughway,Ian,Wilson,19,Head,Single,Male,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
3,Institution Throughway,Suzanne,Jones,19,Head,Single,Female,University Student,Healthy,Catholic,Adult,University Student,Non-disabled,Religious
4,Institution Throughway,Ricky,Riley,35,Head,Single,Male,Catering manager,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
5,Institution Throughway,Kathryn,James,71,Head,Widowed,Female,Retired Cabin crew,Healthy,No Religion,Senior,Retired,Non-disabled,Non-religious
6,Institution Throughway,Kelly,Gibbons,25,Head,Divorced,Female,"Surveyor, insurance",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
7,Institution Throughway,Lauren,Williams,18,Head,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
8,Institution Throughway,June,James,26,Head,Single,Female,Product/process development scientist,Healthy,Christian,Adult,Employed,Non-disabled,Religious
9,Institution Throughway,Steven,Jones,54,Head,Single,Male,Farm manager,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
10,Institution Throughway,Amanda,Matthews,74,Head,Widowed,Female,Retired Animator,Healthy,Christian,Senior,Retired,Non-disabled,Religious
1,Forgotten Drive,Barbara,Davis,41,Head,Single,Female,Landscape architect,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
